author_name,developer_type,is_se_engineer,is_ml_engineer,is_hybrid_engineer,total_commits,projects_contributed,total_files_touched,owned_files,bugs_introduced,bugs_fixed,bug_introducing_ratio,deadcode_items_attribute,deadcode_items_class,deadcode_items_function,deadcode_items_other,deadcode_items_property,deadcode_items_total,deadcode_items_variable,design_smell_broken_hierarchy,design_smell_broken_modularization,design_smell_deep_hierarchy,design_smell_deficient_encapsulation,design_smell_feature_envy,design_smell_hub_like_modularization,design_smell_insufficient_modularization,design_smell_multifaceted_abstraction,design_smell_rebellious_hierarchy,design_smell_wide_hierarchy,fix_commit,impl_smell_complex_conditional,impl_smell_complex_method,impl_smell_empty_catch_clause,impl_smell_long_identifier,impl_smell_long_lambda_function,impl_smell_long_message_chain,impl_smell_long_method,impl_smell_long_parameter_list,impl_smell_long_statement,impl_smell_magic_number,impl_smell_missing_default,mlsmell_broadcasting_feature_not_used,mlsmell_chain_indexing,mlsmell_columns_and_datatype_not_explicitly_set,mlsmell_dataframe_conversion_api_misused,mlsmell_deterministic_algorithm_option_not_used,mlsmell_empty_column_misinitialization,mlsmell_gradients_not_cleared,mlsmell_hyperparameters_not_explicitly_set,mlsmell_in_place_apis_misused,mlsmell_matrix_multiplication_api_misused,mlsmell_memory_not_freed,mlsmell_merge_api_parameter_not_explicitly_set,mlsmell_nan_equivalence_comparison_misused,mlsmell_pytorch_call_method_misused,mlsmell_tensor_array_not_used,mlsmell_unnecessary_iteration,szz_introducing_commits_count,vuln_bandit_issues_high,vuln_bandit_issues_low,vuln_bandit_issues_medium,vuln_bandit_issues_total,vuln_bandit_test_ids
Pawe Rzepecki,Hybrid-engineer,0,0,1,32,['IntelAI OpenVINO model server'],55.0,"['IntelAI OpenVINO model server::client/python/ovmsclient/lib/ovmsclient/__init__.py', 'IntelAI OpenVINO model server::client/python/ovmsclient/lib/ovmsclient/custom/__init__.py', 'IntelAI OpenVINO model server::client/python/ovmsclient/lib/ovmsclient/custom/management_client.py', 'IntelAI OpenVINO model server::client/python/ovmsclient/lib/ovmsclient/tfs_compat/__init__.py', 'IntelAI OpenVINO model server::client/python/ovmsclient/lib/ovmsclient/tfs_compat/base/__init__.py', 'IntelAI OpenVINO model server::client/python/ovmsclient/lib/ovmsclient/tfs_compat/base/requests.py', 'IntelAI OpenVINO model server::client/python/ovmsclient/lib/ovmsclient/tfs_compat/base/responses.py', 'IntelAI OpenVINO model server::client/python/ovmsclient/lib/ovmsclient/tfs_compat/grpc/__init__.py', 'IntelAI OpenVINO model server::client/python/ovmsclient/lib/ovmsclient/tfs_compat/http/__init__.py', 'IntelAI OpenVINO model server::client/python/ovmsclient/lib/ovmsclient/util/__init__.py', 'IntelAI OpenVINO model server::client/python/ovmsclient/lib/ovmsclient/util/ovmsclient_export.py', 'IntelAI OpenVINO model server::client/python/ovmsclient/lib/scripts/generate_api.py', 'IntelAI OpenVINO model server::client/python/ovmsclient/lib/scripts/rename_proto_package.py', 'IntelAI OpenVINO model server::client/python/ovmsclient/lib/tests/test_base_requests.py', 'IntelAI OpenVINO model server::client/python/ovmsclient/lib/tests/tfs_compat_grpc/__init__.py', 'IntelAI OpenVINO model server::client/python/ovmsclient/lib/tests/tfs_compat_http/__init__.py', 'IntelAI OpenVINO model server::client/python/ovmsclient/samples/grpc_get_model_metadata.py', 'IntelAI OpenVINO model server::client/python/ovmsclient/samples/grpc_get_model_status.py', 'IntelAI OpenVINO model server::client/python/ovmsclient/samples/grpc_predict_binary_vehicle_detection.py', 'IntelAI OpenVINO model server::client/python/ovmsclient/samples/utils/vehicle_utils.py', 'IntelAI OpenVINO model server::demos/horizontal_text_detection/python/client.py']",31,5,0.96875,395,1003,876,3092,192,6932,1374,65,545,0,509,0,0,86,1337,64,0,5,32,1429,0,3231,64,110,523,717,20705,8240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0
Peppe,SE-engineer,1,0,0,4,['JustGlowing minisom'],3.0,[],0,0,0.0,0,2,0,16,0,18,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phan Hai Phong,SE-engineer,1,0,0,3,['JustGlowing minisom'],2.0,[],1,1,0.3333333333333333,0,3,3,45,0,54,3,0,0,0,0,6,0,0,0,0,0,1,3,0,0,0,0,0,0,3,27,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Philip Cho,SE-engineer,1,0,0,8,['neo ai neo ai dlr'],3.0,[],1,1,0.125,0,0,0,101,0,317,216,0,0,0,1,1,0,0,8,0,0,1,0,11,0,0,0,0,0,0,175,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Philip Hyunsu Cho,SE-engineer,1,0,0,22,['neo ai neo ai dlr'],12.0,"['neo ai neo ai dlr::container/neo_template_image_classification.py', 'neo ai neo ai dlr::container/neo_template_mxnet_byom.py', 'neo ai neo ai dlr::container/neo_template_xgboost.py', 'neo ai neo ai dlr::doc/conf.py', 'neo ai neo ai dlr::python/dlr/api.py', 'neo ai neo ai dlr::tests/python/integration/load_and_test_xgboost_mnist.py', 'neo ai neo ai dlr::tests/python/integration/test_utils.py', 'neo ai neo ai dlr::tests/python/unittest/test_get_set_input.py']",28,8,1.2727272727272727,10,0,40,200,0,852,602,0,0,0,18,50,0,0,25,7,0,8,11,120,0,12,0,10,0,0,654,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0
Phillip Isola,SE-engineer,1,0,0,90,['phillipi pix2pix'],1.0,['phillipi pix2pix::data/combine_A_and_B.py'],0,6,0.0,0,0,6,120,0,138,12,0,0,0,0,6,0,0,0,0,0,6,0,6,0,0,0,0,0,0,258,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piotr Or owski,SE-engineer,1,0,0,8,['IntelAI OpenVINO model server'],1.0,[],10,4,1.25,144,278,259,855,48,2064,480,21,107,0,174,0,0,22,279,12,0,4,6,250,0,848,12,50,84,147,3901,1804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
PircDef,SE-engineer,1,0,0,1,['TIBHannover GeoEstimation'],3.0,"['TIBHannover GeoEstimation::filter_by_downloaded_images.py', 'TIBHannover GeoEstimation::msgpack_viewer.py']",0,0,0.0,3,0,0,9,0,20,8,0,0,0,2,1,0,0,1,0,0,0,0,4,0,2,0,0,0,4,40,37,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piszczewiat Waldemar,SE-engineer,1,0,0,6,['IntelAI OpenVINO model server'],,[],0,0,0.0,0,0,33,0,0,51,18,6,34,0,21,0,0,0,84,0,0,0,3,18,0,291,0,0,30,78,621,1051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pradeep Sakhamoori,SE-engineer,1,0,0,1,['IntelAI OpenVINO model server'],1.0,[],0,0,0.0,31,38,41,112,6,303,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Praveenkumar,SE-engineer,1,0,0,2,['Tiiiger bert score'],1.0,[],0,0,0.0,0,0,0,6,0,8,2,0,0,0,6,0,0,0,4,0,0,0,0,14,0,0,0,0,4,14,104,20,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Preeti Mukherjee,SE-engineer,1,0,0,3,['JdeRobot DetectionSuite'],,[],0,0,0.0,15,6,9,18,0,75,27,0,0,0,3,0,0,0,0,0,0,0,0,15,0,0,0,0,6,6,108,315,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0
RRanddom,Hybrid-engineer,0,0,1,13,['RRanddom tf bilinear cnn'],18.0,"['RRanddom tf bilinear cnn::data/aircraft_data.py', 'RRanddom tf bilinear cnn::data/build_aircraft_data.py', 'RRanddom tf bilinear cnn::data/build_cub200_data.py', 'RRanddom tf bilinear cnn::data/build_standford_cars.py', 'RRanddom tf bilinear cnn::data/cub200_data.py', 'RRanddom tf bilinear cnn::data/dataset.py', 'RRanddom tf bilinear cnn::data/dataset_factory.py', 'RRanddom tf bilinear cnn::data/make_tfrecord.py', 'RRanddom tf bilinear cnn::data/standford_cars.py', 'RRanddom tf bilinear cnn::model/bilinear_cnn.py', 'RRanddom tf bilinear cnn::model/config.py', 'RRanddom tf bilinear cnn::model/vgg.py', 'RRanddom tf bilinear cnn::test.py', 'RRanddom tf bilinear cnn::tools/test.py', 'RRanddom tf bilinear cnn::tools/train.py', 'RRanddom tf bilinear cnn::train.py']",1,2,0.07692307692307693,80,29,24,75,0,314,106,0,16,0,91,0,0,0,8,0,0,2,0,23,0,13,0,0,23,26,167,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,4,B403B403B403B403
Radhika Dua,SE-engineer,1,0,0,2,['Tiiiger bert score'],,[],0,0,0.0,0,0,0,4,0,4,0,0,0,0,6,0,0,0,4,0,0,0,0,12,0,0,0,0,4,12,94,20,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rafal Jasinski,SE-engineer,1,0,0,45,['IntelAI OpenVINO model server'],63.0,"['IntelAI OpenVINO model server::client/python/samples/utils/vehicle_utils.py', 'IntelAI OpenVINO model server::tests/functional/config.py', 'IntelAI OpenVINO model server::tests/functional/conftest.py', 'IntelAI OpenVINO model server::tests/functional/object_model/docker.py', 'IntelAI OpenVINO model server::tests/functional/object_model/server.py', 'IntelAI OpenVINO model server::tests/functional/test_batching.py', 'IntelAI OpenVINO model server::tests/functional/test_mapping.py', 'IntelAI OpenVINO model server::tests/functional/test_model_version_policy.py', 'IntelAI OpenVINO model server::tests/functional/test_model_versions_handling.py', 'IntelAI OpenVINO model server::tests/functional/test_multi_models.py', 'IntelAI OpenVINO model server::tests/functional/test_reshaping.py', 'IntelAI OpenVINO model server::tests/functional/test_single_model.py', 'IntelAI OpenVINO model server::tests/functional/test_single_model_gc.py', 'IntelAI OpenVINO model server::tests/functional/test_single_model_onnx.py', 'IntelAI OpenVINO model server::tests/functional/test_single_model_s3.py', 'IntelAI OpenVINO model server::tests/functional/utils/files_operation.py', 'IntelAI OpenVINO model server::tests/functional/utils/grpc.py', 'IntelAI OpenVINO model server::tests/functional/utils/helpers.py', 'IntelAI OpenVINO model server::tests/functional/utils/process.py', 'IntelAI OpenVINO model server::tests/functional/utils/rest.py', 'IntelAI OpenVINO model server::tests/functional/utils/xdist_utils.py']",42,10,0.9333333333333333,254,298,856,521,20,2974,1025,72,575,0,942,29,0,82,1017,116,0,10,45,942,0,5199,16,358,472,713,16901,8013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,1,0,1,B101
Rafal Rozestwinski,SE-engineer,1,0,0,12,['IntelAI OpenVINO model server'],10.0,[],23,3,1.9166666666666667,0,0,132,12,0,255,111,12,128,0,0,0,0,0,148,0,0,3,12,72,0,480,0,0,48,108,1753,918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0
Rafal Sapala,Hybrid-engineer,0,0,1,315,['IntelAI OpenVINO model server'],76.0,"['IntelAI OpenVINO model server::client/python/ovmsclient/lib/scripts/rename_proto_package.py', 'IntelAI OpenVINO model server::demos/horizontal_text_detection/python/horizontal_text_detection.py', 'IntelAI OpenVINO model server::demos/mediapipe/holistic_tracking/mediapipe_holistic_tracking.py', 'IntelAI OpenVINO model server::demos/mediapipe/multi_model_graph/mediapipe_multi_model_client.py', 'IntelAI OpenVINO model server::demos/mediapipe/object_detection/mediapipe_object_detection.py', 'IntelAI OpenVINO model server::demos/python_demos/clip_image_classification/client.py', 'IntelAI OpenVINO model server::demos/python_demos/clip_image_classification/download_model.py', 'IntelAI OpenVINO model server::demos/python_demos/clip_image_classification/grpc_client.py', 'IntelAI OpenVINO model server::demos/python_demos/clip_image_classification/rest_client.py', 'IntelAI OpenVINO model server::demos/python_demos/clip_image_classification/servable/postprocess.py', 'IntelAI OpenVINO model server::demos/python_demos/clip_image_classification/servable/preprocess.py', 'IntelAI OpenVINO model server::demos/python_demos/seq2seq_translation/client.py', 'IntelAI OpenVINO model server::demos/python_demos/seq2seq_translation/servable/model.py', 'IntelAI OpenVINO model server::demos/universal-sentence-encoder/send_strings.py', 'IntelAI OpenVINO model server::example_client/grpc_stateful_client.py', 'IntelAI OpenVINO model server::example_client/rest_stateful_client.py', 'IntelAI OpenVINO model server::example_client/stateful/rest_stateful_client.py', 'IntelAI OpenVINO model server::lib_search.py', 'IntelAI OpenVINO model server::src/test/mediapipe/python/exception_script.py', 'IntelAI OpenVINO model server::src/test/mediapipe/python/fail_script.py', 'IntelAI OpenVINO model server::src/test/mediapipe/python/return_false_script.py', 'IntelAI OpenVINO model server::src/test/mediapipe/python/script.py', 'IntelAI OpenVINO model server::src/test/mediapipe/python/script2.py', 'IntelAI OpenVINO model server::src/test/mediapipe/python/scripts/bad_execute_illegal_operation.py', 'IntelAI OpenVINO model server::src/test/mediapipe/python/scripts/bad_execute_import_error.py', 'IntelAI OpenVINO model server::src/test/mediapipe/python/scripts/bad_execute_no_method.py', 'IntelAI OpenVINO model server::src/test/mediapipe/python/scripts/bad_execute_wrong_return_value.py', 'IntelAI OpenVINO model server::src/test/mediapipe/python/scripts/bad_execute_wrong_signature.py', 'IntelAI OpenVINO model server::src/test/mediapipe/python/scripts/bad_finalize_exception.py', 'IntelAI OpenVINO model server::src/test/mediapipe/python/scripts/bad_initialize_import_outside_class_error.py', 'IntelAI OpenVINO model server::src/test/mediapipe/python/scripts/bad_initialize_return_false.py', 'IntelAI OpenVINO model server::src/test/mediapipe/python/scripts/bad_initialize_throw_exception.py', 'IntelAI OpenVINO model server::src/test/mediapipe/python/scripts/good_finalize_missing_definition.py', 'IntelAI OpenVINO model server::src/test/mediapipe/python/scripts/good_finalize_pass.py', 'IntelAI OpenVINO model server::src/test/mediapipe/python/scripts/good_finalize_remove_file.py', 'IntelAI OpenVINO model server::src/test/mediapipe/python/scripts/good_initialize_with_arguments.py', 'IntelAI OpenVINO model server::src/test/mediapipe/python/scripts/good_initialize_with_class_members.py', 'IntelAI OpenVINO model server::tools/update_ov/update_ov.py', 'IntelAI OpenVINO model server::windows_change_test_configs.py', 'IntelAI OpenVINO model server::windows_set_ovms_version.py']",422,91,1.3396825396825396,3380,6413,8421,20561,1542,55210,14893,944,4633,0,7359,15,0,915,10777,508,0,91,311,10281,0,38418,461,2244,3975,6283,157094,76179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,422,0,0,0,0,0
Rafiqul Rabin,SE-engineer,1,0,0,1,['tech srl code2vec'],1.0,[],0,0,0.0,6,0,0,29,5,42,2,0,1,0,3,0,0,2,3,2,0,0,1,7,0,42,2,0,1,3,151,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Raghotham,ML-engineer,0,1,0,52,['deep learning for humans fontastic'],13.0,"['deep learning for humans fontastic::fontastic/data_generation/__init__.py', 'deep learning for humans fontastic::fontastic/data_generation/scrape.py', 'deep learning for humans fontastic::fontastic/data_generation/training_data_gen.py', 'deep learning for humans fontastic::fontastic/scrape/local_image_gen.py', 'deep learning for humans fontastic::fontastic/utils/rand_text.py', 'deep learning for humans fontastic::notebooks/gradcam/__init__.py', 'deep learning for humans fontastic::notebooks/gradcam/gradcam.py', 'deep learning for humans fontastic::notebooks/gradcam/misc_functions.py', 'deep learning for humans fontastic::scrape/scrape.py']",2,1,0.038461538461538464,0,17,56,75,0,327,179,0,0,0,3,0,0,0,0,0,0,1,0,36,0,0,0,0,22,25,596,891,0,0,0,72,0,0,0,0,0,70,0,0,0,0,0,0,0,2,0,0,0,0,0
Raghotham S,Hybrid-engineer,0,0,1,10,['deep learning for humans fontastic'],10.0,"['deep learning for humans fontastic::fontastic/__init__.py', 'deep learning for humans fontastic::fontastic/data_generation/scrape_dafont.py', 'deep learning for humans fontastic::fontastic/utils/__init__.py', 'deep learning for humans fontastic::fontastic/utils/logging.py', 'deep learning for humans fontastic::notebooks/models/__init__.py', 'deep learning for humans fontastic::notebooks/models/darknet.py', 'deep learning for humans fontastic::scrape/scrape.py']",0,0,0.0,0,5,12,18,0,65,30,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,6,6,114,185,0,0,0,18,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0
Rapha l Delhome,SE-engineer,1,0,0,325,['Oslandia osm data classification'],53.0,"['Oslandia osm data classification::OSMfiggen.py', 'Oslandia osm data classification::osmdq/__init__.py', 'Oslandia osm data classification::osmdq/analysis_tasks.py', 'Oslandia osm data classification::osmdq/data_preparation_tasks.py', 'Oslandia osm data classification::osmdq/extract-changesets.py', 'Oslandia osm data classification::osmdq/extract_user_editor.py', 'Oslandia osm data classification::osmdq/geom_tasks.py', 'Oslandia osm data classification::osmdq/latestdata.py', 'Oslandia osm data classification::osmdq/metadata_plotting.py', 'Oslandia osm data classification::osmdq/osmparsing.py', 'Oslandia osm data classification::osmdq/output_tasks.py', 'Oslandia osm data classification::osmdq/tagmetanalyse.py', 'Oslandia osm data classification::osmdq/unsupervised_learning.py', 'Oslandia osm data classification::osmdq/utils.py', 'Oslandia osm data classification::osmdq/validitycheck.py', 'Oslandia osm data classification::src/OSM-history-parsing.py', 'Oslandia osm data classification::src/OSM-latest-data.py', 'Oslandia osm data classification::src/OSM-metadata-extract.py', 'Oslandia osm data classification::src/OSM-metadata-plotting.py', 'Oslandia osm data classification::src/OSM-tag-analyse.py', 'Oslandia osm data classification::src/OSM-tag-genome-parsing.py', 'Oslandia osm data classification::src/OSM-tag-metanalyse.py', 'Oslandia osm data classification::src/OSM-validity-check.py', 'Oslandia osm data classification::src/OSMdata.py', 'Oslandia osm data classification::src/analysis_tasks.py', 'Oslandia osm data classification::src/changeset-history-stats.py', 'Oslandia osm data classification::src/data_preparation_tasks.py', 'Oslandia osm data classification::src/elemmdextract.py', 'Oslandia osm data classification::src/extract_user_editor.py', 'Oslandia osm data classification::src/geom_tasks.py', 'Oslandia osm data classification::src/historyparsing.py', 'Oslandia osm data classification::src/latestdata.py', 'Oslandia osm data classification::src/metadata_plotting.py', 'Oslandia osm data classification::src/metadataextract.py', 'Oslandia osm data classification::src/metadataplotting.py', 'Oslandia osm data classification::src/node-history-stats.py', 'Oslandia osm data classification::src/osm-tasks.py', 'Oslandia osm data classification::src/osm_tasks.py', 'Oslandia osm data classification::src/osmnode_check.py', 'Oslandia osm data classification::src/osmparsing.py', 'Oslandia osm data classification::src/output_tasks.py', 'Oslandia osm data classification::src/relation-history-stats.py', 'Oslandia osm data classification::src/taganalysis.py', 'Oslandia osm data classification::src/taggenomeparsing.py', 'Oslandia osm data classification::src/tagmetanalyse.py', 'Oslandia osm data classification::src/unsupervised_learning.py', 'Oslandia osm data classification::src/utils.py', 'Oslandia osm data classification::src/validitycheck.py', 'Oslandia osm data classification::src/way-history-stats.py']",73,33,0.2246153846153846,6,679,2546,11827,0,18032,2974,0,6,0,0,0,0,238,465,0,0,33,0,715,0,33,0,0,192,989,22647,7381,0,0,0,7843,180,0,0,0,0,14131,0,0,0,0,0,0,207,73,0,0,0,0,0
Raphael Delhome,SE-engineer,1,0,0,4,['Oslandia osm data classification'],4.0,[],1,1,0.25,0,12,40,230,0,338,56,0,0,0,0,0,0,7,7,0,0,1,0,13,0,3,0,0,1,18,407,164,0,0,0,150,2,0,0,0,0,235,0,0,0,0,0,0,6,1,0,0,0,0,0
Ravi Kumar Bhattiprolu,SE-engineer,1,0,0,5,['IntelAI OpenVINO model server'],,[],8,2,1.6,20,13,73,26,0,216,84,8,61,0,56,1,0,5,91,5,0,2,5,80,0,400,0,20,45,66,1386,661,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0
Ravi Panchumarthy,SE-engineer,1,0,0,1,['IntelAI OpenVINO model server'],1.0,[],0,0,0.0,2,2,27,19,6,103,47,4,15,0,29,0,0,4,32,2,0,0,1,38,0,157,2,10,17,23,560,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Redowan Delowar,SE-engineer,1,0,0,4,['kk7nc Text Classification'],,[],15,1,3.75,8,0,12,60,0,88,8,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,8,92,124,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,15,0,0,0,0,0
Robert Jeffrey,SE-engineer,1,0,0,1,['JustGlowing minisom'],,[],2,1,2.0,0,1,3,30,0,35,1,0,0,0,3,3,0,3,0,0,0,1,1,2,0,4,0,0,0,1,19,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
Romanowski Krzysztof,SE-engineer,1,0,0,7,['IntelAI OpenVINO model server'],9.0,['IntelAI OpenVINO model server::tests/functional/utils/cleanup.py'],0,0,0.0,0,0,69,7,0,116,40,7,70,0,0,0,0,0,77,0,0,0,7,33,0,277,0,0,27,62,895,516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Rozestwinski Rafal,SE-engineer,1,0,0,28,['IntelAI OpenVINO model server'],6.0,"['IntelAI OpenVINO model server::release_files/user-guide/example_client/classes.py', 'IntelAI OpenVINO model server::release_files/user-guide/example_client/grpc_serving_client.py']",19,1,0.6785714285714286,2,0,239,22,0,420,157,25,247,0,7,0,0,0,298,0,0,1,23,126,0,1054,0,0,105,234,3355,2204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
Ru Wang,SE-engineer,1,0,0,1,['ZheC Realtime Multi Person Pose Estimation'],1.0,['ZheC Realtime Multi Person Pose Estimation::training/genLMDB.py'],1,1,1.0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Ryan Keenan,SE-engineer,1,0,0,1,['subodh malgonde vehicle detection'],,[],0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Loney,SE-engineer,1,0,0,1,['IntelAI OpenVINO model server'],,[],0,0,0.0,5,0,11,2,0,30,12,1,11,0,0,0,0,0,15,0,0,0,1,14,0,47,0,0,9,10,252,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Saishruthi,SE-engineer,1,0,0,1,['IBM MAX Inception ResNet v2'],2.0,[],0,0,0.0,0,0,0,0,0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sakari Poussa,SE-engineer,1,0,0,4,['IntelAI inference model manager'],1.0,[],0,0,0.0,272,6,20,105,0,451,48,36,36,0,8,0,0,0,60,0,4,0,0,17,0,172,0,0,0,52,381,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sakhineti Praveena,ML-engineer,0,1,0,2,['JdeRobot DetectionSuite'],12.0,"['JdeRobot DetectionSuite::detectionmetrics/datasets/yolo.py', 'JdeRobot DetectionSuite::detectionmetrics/models/utils/torchvision.py']",0,0,0.0,10,3,0,17,0,65,35,0,2,0,1,15,0,0,10,0,0,0,4,41,0,22,2,0,23,23,406,172,0,0,0,15,6,0,0,0,0,6,0,0,0,0,0,0,2,0,0,0,0,0,0
SakhinetiPraveena,Hybrid-engineer,0,0,1,44,['JdeRobot DetectionSuite'],45.0,"['JdeRobot DetectionSuite::app.py', 'JdeRobot DetectionSuite::detectionmetrics/datasets/coco.py', 'JdeRobot DetectionSuite::detectionmetrics/datasets/detection.py', 'JdeRobot DetectionSuite::detectionmetrics/datasets/perception.py', 'JdeRobot DetectionSuite::detectionmetrics/datasets/perecption.py', 'JdeRobot DetectionSuite::detectionmetrics/datasets/segmentation.py', 'JdeRobot DetectionSuite::detectionmetrics/datasets/wildscenes.py', 'JdeRobot DetectionSuite::detectionmetrics/models/detection.py', 'JdeRobot DetectionSuite::detectionmetrics/models/perception.py', 'JdeRobot DetectionSuite::detectionmetrics/models/segmentation.py', 'JdeRobot DetectionSuite::detectionmetrics/models/torch_detection.py', 'JdeRobot DetectionSuite::detectionmetrics/models/torch_segmentation.py', 'JdeRobot DetectionSuite::detectionmetrics/utils/detection_metrics.py', 'JdeRobot DetectionSuite::detectionmetrics/utils/segmentation_metrics.py', 'JdeRobot DetectionSuite::tabs/dataset_viewer.py', 'JdeRobot DetectionSuite::tabs/evaluator.py', 'JdeRobot DetectionSuite::tabs/inference.py', 'JdeRobot DetectionSuite::tests/test_conversion.py', 'JdeRobot DetectionSuite::tests/test_metrics.py']",9,4,0.20454545454545456,197,111,0,315,0,1419,796,0,44,0,36,345,0,0,335,0,0,4,87,904,0,548,44,0,448,499,8893,4795,0,0,0,312,131,0,0,0,0,66,0,0,0,0,0,0,44,9,0,0,0,0,0
Salisbury,SE-engineer,1,0,0,2,['phillipi pix2pix'],1.0,[],0,0,0.0,0,0,2,8,0,12,2,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,26,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Gigliotti,SE-engineer,1,0,0,1,['neo ai neo ai dlr'],,[],0,0,0.0,0,0,0,14,0,18,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,19,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sam Skalicky,SE-engineer,1,0,0,2,['neo ai neo ai dlr'],,[],27,1,13.5,6,2,18,38,0,142,78,0,0,0,12,10,0,2,6,0,0,1,2,16,0,10,0,0,0,0,132,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
Sangeun Kum,Hybrid-engineer,0,0,1,30,['keums melodyExtraction JDC'],3.0,"['keums melodyExtraction JDC::featureExtraction.py', 'keums melodyExtraction JDC::melodyExtraction_JDC.py', 'keums melodyExtraction JDC::model.py']",0,0,0.0,38,0,0,106,0,150,6,0,29,0,58,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,215,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
